	BN2_C	BN2_H	BN2_W	time_cost
337	160.0	28.0	28.0	683.0
338	192.0	28.0	28.0	826.0
339	224.0	28.0	28.0	917.0
340	128.0	28.0	28.0	574.0
341	256.0	28.0	28.0	1100.0
342	288.0	28.0	28.0	1208.0
343	320.0	28.0	28.0	1384.0
344	352.0	28.0	28.0	1463.0
345	384.0	28.0	28.0	1676.0
346	416.0	28.0	28.0	1832.0
347	448.0	28.0	28.0	1901.0
348	480.0	28.0	28.0	2200.0
349	512.0	28.0	28.0	2282.0
350	256.0	14.0	14.0	327.0
351	288.0	14.0	14.0	307.0
352	320.0	14.0	14.0	353.0
353	352.0	14.0	14.0	406.0
354	384.0	14.0	14.0	433.0
355	416.0	14.0	14.0	454.0
356	448.0	14.0	14.0	477.0
357	480.0	14.0	14.0	553.0
358	512.0	14.0	14.0	566.0
359	544.0	14.0	14.0	595.0
360	576.0	14.0	14.0	653.0
361	608.0	14.0	14.0	674.0
362	640.0	14.0	14.0	622.0
363	672.0	14.0	14.0	724.0
364	704.0	14.0	14.0	648.0
365	736.0	14.0	14.0	824.0
366	768.0	14.0	14.0	817.0
367	800.0	14.0	14.0	855.0
368	832.0	14.0	14.0	884.0
369	864.0	14.0	14.0	1010.0
370	896.0	14.0	14.0	999.0
371	928.0	14.0	14.0	1066.0
372	960.0	14.0	14.0	1052.0
373	992.0	14.0	14.0	1041.0
374	1024.0	14.0	14.0	1052.0
375	512.0	7.0	7.0	185.0
376	544.0	7.0	7.0	187.0
377	576.0	7.0	7.0	187.0
378	608.0	7.0	7.0	197.0
379	640.0	7.0	7.0	221.0
380	672.0	7.0	7.0	219.0
381	704.0	7.0	7.0	218.0
382	736.0	7.0	7.0	226.0
383	768.0	7.0	7.0	229.0
384	800.0	7.0	7.0	236.0
385	832.0	7.0	7.0	243.0
386	864.0	7.0	7.0	260.0
387	896.0	7.0	7.0	260.0
388	928.0	7.0	7.0	271.0
389	960.0	7.0	7.0	272.0
390	992.0	7.0	7.0	268.0
391	7.0	7.0	1024.0	321.0
392	64.0	56.0	56.0	1072.0
393	96.0	56.0	56.0	1697.0
394	128.0	56.0	56.0	2191.0
395	160.0	56.0	56.0	2943.0
396	192.0	56.0	56.0	3393.0
397	224.0	56.0	56.0	3943.0
398	256.0	56.0	56.0	4613.0
399	128.0	28.0	28.0	593.0
400	160.0	28.0	28.0	680.0
401	192.0	28.0	28.0	876.0
402	224.0	28.0	28.0	952.0
403	128.0	28.0	28.0	572.0
404	256.0	28.0	28.0	1112.0
405	288.0	28.0	28.0	1247.0
406	320.0	28.0	28.0	1334.0
407	352.0	28.0	28.0	1509.0
408	384.0	28.0	28.0	1571.0
409	416.0	28.0	28.0	1795.0
410	448.0	28.0	28.0	1864.0
411	480.0	28.0	28.0	2114.0
412	512.0	28.0	28.0	2194.0
413	256.0	14.0	14.0	310.0
414	288.0	14.0	14.0	297.0
415	320.0	14.0	14.0	352.0
416	352.0	14.0	14.0	368.0
417	384.0	14.0	14.0	414.0
418	416.0	14.0	14.0	463.0
419	448.0	14.0	14.0	482.0
420	480.0	14.0	14.0	537.0
421	512.0	14.0	14.0	544.0
422	544.0	14.0	14.0	575.0
423	576.0	14.0	14.0	629.0
