	BN2_C	BN2_H	BN2_W	time_cost
74	512.0	28.0	28.0	1881.0
75	1024.0	14.0	14.0	919.0
76	1024.0	14.0	14.0	924.0
77	1024.0	14.0	14.0	920.0
78	1024.0	14.0	14.0	921.0
79	1024.0	14.0	14.0	930.0
80	1024.0	14.0	14.0	916.0
81	2048.0	7.0	7.0	453.0
82	2048.0	7.0	7.0	436.0
83	7.0	7.0	2048.0	428.0
84	512.0	28.0	28.0	1914.0
85	128.0	28.0	28.0	450.0
86	512.0	28.0	28.0	1879.0
87	512.0	28.0	28.0	1915.0
88	512.0	28.0	28.0	1923.0
89	1024.0	14.0	14.0	924.0
90	1024.0	14.0	14.0	922.0
91	1024.0	14.0	14.0	920.0
92	1024.0	14.0	14.0	922.0
93	1024.0	14.0	14.0	932.0
94	1024.0	14.0	14.0	918.0
95	2048.0	7.0	7.0	446.0
96	2048.0	7.0	7.0	482.0
97	7.0	7.0	2048.0	460.0
98	512.0	28.0	28.0	1910.0
99	128.0	28.0	28.0	450.0
100	512.0	28.0	28.0	1909.0
101	512.0	28.0	28.0	1871.0
102	512.0	28.0	28.0	1904.0
103	1024.0	14.0	14.0	931.0
104	1024.0	14.0	14.0	941.0
105	1024.0	14.0	14.0	908.0
106	1024.0	14.0	14.0	926.0
107	1024.0	14.0	14.0	917.0
108	1024.0	14.0	14.0	913.0
109	2048.0	7.0	7.0	453.0
110	2048.0	7.0	7.0	452.0
111	7.0	7.0	2048.0	501.0
112	512.0	28.0	28.0	2003.0
113	128.0	28.0	28.0	449.0
114	512.0	28.0	28.0	1963.0
115	512.0	28.0	28.0	1919.0
116	512.0	28.0	28.0	1916.0
117	1024.0	14.0	14.0	941.0
118	1024.0	14.0	14.0	925.0
119	1024.0	14.0	14.0	938.0
120	1024.0	14.0	14.0	912.0
121	1024.0	14.0	14.0	953.0
122	1024.0	14.0	14.0	964.0
123	2048.0	7.0	7.0	456.0
124	2048.0	7.0	7.0	462.0
125	7.0	7.0	2048.0	454.0
126	512.0	28.0	28.0	1855.0
127	128.0	28.0	28.0	434.0
128	512.0	28.0	28.0	1920.0
129	512.0	28.0	28.0	1893.0
130	512.0	28.0	28.0	1886.0
131	1024.0	14.0	14.0	917.0
132	1024.0	14.0	14.0	922.0
133	1024.0	14.0	14.0	920.0
134	1024.0	14.0	14.0	929.0
135	1024.0	14.0	14.0	913.0
136	1024.0	14.0	14.0	908.0
137	2048.0	7.0	7.0	428.0
138	2048.0	7.0	7.0	451.0
139	7.0	7.0	2048.0	449.0
140	64.0	56.0	56.0	887.0
141	96.0	56.0	56.0	1335.0
142	128.0	56.0	56.0	1772.0
143	160.0	56.0	56.0	2328.0
144	192.0	56.0	56.0	2753.0
145	224.0	56.0	56.0	3220.0
146	256.0	56.0	56.0	3724.0
147	128.0	28.0	28.0	420.0
148	160.0	28.0	28.0	514.0
149	192.0	28.0	28.0	655.0
150	224.0	28.0	28.0	755.0
151	128.0	28.0	28.0	444.0
152	256.0	28.0	28.0	850.0
153	288.0	28.0	28.0	970.0
154	320.0	28.0	28.0	1120.0
155	352.0	28.0	28.0	1179.0
156	384.0	28.0	28.0	1273.0
157	416.0	28.0	28.0	1432.0
158	448.0	28.0	28.0	1532.0
159	480.0	28.0	28.0	1678.0
160	512.0	28.0	28.0	1781.0
161	256.0	14.0	14.0	214.0
162	288.0	14.0	14.0	222.0
163	320.0	14.0	14.0	252.0
164	352.0	14.0	14.0	294.0
165	384.0	14.0	14.0	321.0
166	416.0	14.0	14.0	317.0
167	448.0	14.0	14.0	390.0
168	480.0	14.0	14.0	388.0
169	512.0	14.0	14.0	414.0
170	544.0	14.0	14.0	437.0
