	BN2_C	BN2_H	BN2_W	time_cost
102	512.0	28.0	28.0	659.0
103	1024.0	14.0	14.0	363.0
104	1024.0	14.0	14.0	339.0
105	1024.0	14.0	14.0	363.0
106	1024.0	14.0	14.0	362.0
107	1024.0	14.0	14.0	343.0
108	1024.0	14.0	14.0	295.0
109	2048.0	7.0	7.0	204.0
110	2048.0	7.0	7.0	160.0
111	7.0	7.0	2048.0	182.0
112	512.0	28.0	28.0	609.0
113	128.0	28.0	28.0	160.0
114	512.0	28.0	28.0	619.0
115	512.0	28.0	28.0	643.0
116	512.0	28.0	28.0	606.0
117	1024.0	14.0	14.0	345.0
118	1024.0	14.0	14.0	322.0
119	1024.0	14.0	14.0	339.0
120	1024.0	14.0	14.0	396.0
121	1024.0	14.0	14.0	350.0
122	1024.0	14.0	14.0	328.0
123	2048.0	7.0	7.0	151.0
124	2048.0	7.0	7.0	159.0
125	7.0	7.0	2048.0	169.0
126	512.0	28.0	28.0	618.0
127	128.0	28.0	28.0	157.0
128	512.0	28.0	28.0	617.0
129	512.0	28.0	28.0	635.0
130	512.0	28.0	28.0	649.0
131	1024.0	14.0	14.0	366.0
132	1024.0	14.0	14.0	328.0
133	1024.0	14.0	14.0	376.0
134	1024.0	14.0	14.0	331.0
135	1024.0	14.0	14.0	361.0
136	1024.0	14.0	14.0	310.0
137	2048.0	7.0	7.0	168.0
138	2048.0	7.0	7.0	118.0
139	7.0	7.0	2048.0	140.0
140	512.0	28.0	28.0	662.0
141	128.0	28.0	28.0	156.0
142	512.0	28.0	28.0	659.0
143	512.0	28.0	28.0	645.0
144	512.0	28.0	28.0	661.0
145	1024.0	14.0	14.0	333.0
146	1024.0	14.0	14.0	349.0
147	1024.0	14.0	14.0	328.0
148	1024.0	14.0	14.0	401.0
149	1024.0	14.0	14.0	341.0
150	1024.0	14.0	14.0	285.0
151	2048.0	7.0	7.0	164.0
152	2048.0	7.0	7.0	158.0
153	7.0	7.0	2048.0	139.0
154	512.0	28.0	28.0	602.0
155	128.0	28.0	28.0	171.0
156	512.0	28.0	28.0	636.0
157	512.0	28.0	28.0	613.0
158	512.0	28.0	28.0	662.0
159	1024.0	14.0	14.0	335.0
160	1024.0	14.0	14.0	305.0
161	1024.0	14.0	14.0	381.0
162	1024.0	14.0	14.0	301.0
163	1024.0	14.0	14.0	340.0
164	1024.0	14.0	14.0	349.0
165	2048.0	7.0	7.0	179.0
166	2048.0	7.0	7.0	153.0
167	7.0	7.0	2048.0	153.0
168	512.0	28.0	28.0	647.0
169	128.0	28.0	28.0	145.0
170	512.0	28.0	28.0	670.0
