# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       1.983        0.000      139.273     2122.586
       1.986        0.000      139.273     2122.586
       1.988      397.200      139.273     2124.734
       1.991        0.000      139.391     2124.734
       1.993        0.000      139.391     2124.734
       1.995        0.000      139.391     2124.734
       1.998        0.000      139.391     2124.734
       2.000        0.000      139.391     2124.734
       2.003        0.000      139.391     2124.734
       2.005        0.000      139.391     2124.734
       2.008        0.000      139.391     2124.734
       2.010        0.000      139.391     2124.734
       2.012      176.400      139.391     2134.035
       2.018        0.000      139.723     2134.035
       2.021        0.000      139.723     2134.035
       2.023        0.000      139.723     2134.035
       2.026        0.000      139.723     2134.035
       2.028        0.000      139.723     2388.664
       2.031        0.000      139.914     2388.664
       2.033        0.000      139.914     2388.664
       2.035        0.000      139.914     2388.664
       2.038        0.000      139.914     2388.664
       2.040        0.000      139.914     2388.664
       2.043        0.000      139.914     2388.664
       2.045        0.000      139.914     2388.664
       2.048        0.000      139.914     2388.664
       2.050        0.000      139.914     2388.664
       2.053        0.000      139.914     2388.664
       2.055        0.000      139.914     2388.664
       2.057        0.000      140.012     2646.590
       2.060        0.000      140.012     2646.590
       2.062        0.000      140.012     2646.590
       2.065        0.000      140.012     2698.824
       2.067        0.000      140.043     2698.824
       2.070        0.000      140.043     2698.824
       2.072        0.000      140.043     2698.824
       2.075        0.000      140.043     2698.824
       2.077        0.000      140.043     2698.824
       2.080        0.000      140.043     2698.824
       2.082        0.000      140.043     2698.824
       2.084        0.000      140.043     2698.824
       2.087        0.000      140.043     2698.824
       2.089        0.000      140.043     2698.824
       2.092        0.000      140.797     2698.824
       2.094        0.000      140.797     2698.824
       2.097        0.000      141.160     2698.824
       2.099        0.000      141.160     2698.824
       2.102      413.200      141.637     2698.824
       2.104        0.000      141.637     2698.824
       2.106        0.000      141.637     2698.824
       2.109        0.000      142.113     2698.824
       2.111        0.000      142.594     2698.824
       2.114        0.000      142.594     2698.824
       2.116        0.000      142.594     2698.824
       2.119      411.700      142.594     2698.824
       2.121        0.000      143.266     2698.824
       2.124        0.000      143.266     2698.824
       2.126        0.000      143.266     2698.824
       2.129        0.000      143.266     2698.824
       2.131        0.000      143.266     2698.824
       2.134        0.000      143.266     2698.824
       2.136        0.000      143.266     2698.824
       2.138        0.000      143.266     2698.824
       2.141        0.000      143.266     2698.824
       2.143        0.000      143.266     2698.824
       2.146        0.000      143.266     2698.824
       2.148        0.000      143.266     2698.824
       2.151        0.000      143.266     2698.824
       2.153        0.000      143.266     2698.824
       2.156        0.000      143.266     2698.824
       2.158        0.000      143.266     2698.824
       2.161        0.000      143.266     2698.824
       2.163        0.000      143.266     2698.824
       2.166        0.000      143.266     2698.824
       2.168        0.000      144.016     2698.824
       2.170        0.000      144.016     2698.824
       2.173        0.000      144.016     2698.824
